wrist_thumb0,wrist_thumb1,wrist_thumb2,wrist_thumb3,wrist_index1,wrist_index2,wrist_index3,wrist_middle1,wrist_middle2,wrist_middle3,wrist_ring1,wrist_ring2,wrist_ring3,wrist_pinky0,wrist_pinky1,wrist_pinky2,wrist_pinky3,Sign
0.026060617770221815,0.05137293602210118,0.08340122467626,0.11496786314201027,0.10158953970639893,0.12932337550004835,0.13190962828244837,0.09808688187464726,0.1413066471167029,0.16911007577268275,0.0928969021813365,0.13246654031336672,0.15961875986182325,0.043227964296484074,0.08867150045950503,0.11882884583325089,0.13940116227659405,okay
0.02610086644911236,0.05010920029152729,0.08274871479992243,0.11634486291381985,0.10174631209183949,0.13911831011823317,0.16290993260441333,0.09823821429723822,0.12212505272979372,0.10351038184596799,0.09304032230468895,0.11416829543843642,0.0971156608873852,0.043294789717409285,0.08880833637146009,0.11029365913080226,0.1028462319929656,love
0.026735419867471685,0.050601739142642106,0.08469127139068111,0.11975232109257841,0.10421984254008447,0.12524925403874626,0.10697393503082889,0.10062648604284065,0.12052108781185349,0.09755663444035982,0.0953021641287332,0.11722908463847018,0.09996440243032767,0.04434725596573031,0.09096731141228699,0.12206419840108729,0.14216482876865716,phone
0.02606064221363126,0.0512846386646177,0.08343297295182585,0.11489314085350834,0.10158953301229415,0.13190691298947757,0.13184151898243626,0.0980868328354999,0.1412723401106972,0.16874044839089888,0.09289688553187617,0.13263246570660783,0.15979846985845955,0.0432280356806425,0.0886714996190484,0.11891401081517898,0.13967743191574294,okay
0.026735398256431498,0.05069438609175576,0.08453783073015299,0.1193324149299967,0.10421984640216085,0.12412238849122104,0.1048386535653735,0.10062652374652521,0.1212114017068646,0.09859406777629373,0.0953021810569412,0.11864357500320699,0.10196650894769517,0.044347233758262786,0.09096733120241576,0.12235291983578858,0.14221304576260085,phone
0.026060668744105557,0.051323239312830796,0.0834154305792999,0.11521193011862965,0.10158952357198306,0.13282414022078856,0.13404041878412573,0.09808687191036373,0.14145756173168156,0.16928656169313677,0.09289691982514167,0.13263393494553383,0.1598003629508222,0.0432280400205804,0.08867152260490627,0.11917281276956755,0.13991575718010035,okay
0.02606058510991071,0.050979743256482773,0.08272611647671367,0.11212541666385371,0.10158947935777801,0.1280845534613484,0.12776330748713732,0.0980867962136026,0.1413642052859644,0.1690548947532585,0.09289683253825398,0.13225874965566098,0.15941523184878786,0.043228006506801836,0.08867149180322728,0.11830389571292951,0.13831097640701914,okay
0.02606065768433329,0.05129924456827898,0.08272970876213756,0.1125831743888797,0.10158954984967745,0.12999030556548594,0.13131835135913944,0.09808683341055517,0.14153179970438587,0.16944468602644375,0.0928969214907577,0.13255049081041384,0.15970593594588023,0.04322798524971989,0.08867156555801865,0.11937624959308278,0.13997343530420334,okay
0.02606067074203769,0.05104216279764113,0.08274123063408834,0.11207977682892353,0.10158954723296586,0.12915667182196552,0.12867356880196335,0.09808687035230455,0.14137497125557905,0.16927096883624237,0.09289691795251229,0.13241168564182315,0.1595054911918787,0.04322806090984073,0.08867145665569559,0.11867674953309094,0.138709415259611,okay
0.026735401438916173,0.05053889494270724,0.08447662988939604,0.11939762671777066,0.10421983177327626,0.12541377364117906,0.10706577262832415,0.10062646966072099,0.12217114230922131,0.09987580396862095,0.0953021298369559,0.11894112368903365,0.10425768250576503,0.04434731430098108,0.09096737687248106,0.12219304992617215,0.14243154314813838,phone
0.026735432417860767,0.05068120743165065,0.08453282601013647,0.11936623120896002,0.1042198807463336,0.12606936139131347,0.10898584881175905,0.10062647442124763,0.12222447070109366,0.10137129495340386,0.0953022571061672,0.11695034071657125,0.09931138624208,0.044347314561876204,0.09096740356270482,0.1214933809837182,0.1399020869646729,phone
0.02610084334983262,0.04948437201083693,0.0827661800654567,0.11688789812935985,0.10174632541444877,0.1394593570540066,0.1637344384284409,0.09823823744304916,0.12442055584963285,0.10334109725777062,0.09304036819011681,0.11456717252865281,0.09401489683711035,0.04329474686781412,0.08880833874969682,0.11972445799986685,0.13975687918806753,love
0.026060601087849068,0.05131029113350362,0.08380372219568771,0.11584145289168511,0.10158956811395006,0.1334465240181718,0.13465961767160972,0.09808683740716997,0.14082468237597626,0.1683611462719371,0.09289689538952581,0.13275454399690204,0.15991024741157336,0.04322801951975131,0.0886715135216632,0.11950806403541353,0.14026776533509935,okay
0.026100857704106185,0.04899995059844446,0.08192715001786649,0.1158349819460857,0.10174638876209023,0.13940413918802017,0.16342673933395016,0.09823831666855912,0.1232050313896267,0.10118811502849531,0.09304037053370112,0.1150134886576444,0.0943418329917015,0.04329482245910704,0.08880843086935834,0.11972505052453684,0.13944464736250997,love
0.026100832770814025,0.048896027633291435,0.08204190248378937,0.11611407876409131,0.10174629621574685,0.13928210614284992,0.16341905894472072,0.09823820055340031,0.12048348724140749,0.0966219884123117,0.0930403116286919,0.11472070275030397,0.09721818325817501,0.04329478220169724,0.08880837035699057,0.12005057110660532,0.140761456155406,love
0.026100875293033773,0.04949617242549569,0.08249032923013704,0.11640353563039267,0.10174635842770983,0.1400306242098906,0.16450960126140174,0.0982382517798948,0.12417371667383119,0.10278555173078804,0.09304028765379008,0.11476654978461646,0.09414566189731793,0.04329472848953438,0.08880834293123394,0.1196079862441589,0.1392325085696096,love
0.02610082652673856,0.04900399467390387,0.08228416315566682,0.11621141100186717,0.10174640477900976,0.13903377668805553,0.16298165716990637,0.09823831235425465,0.12112607621175094,0.0984071828967967,0.0930402585095425,0.11379568862404639,0.09296894086406543,0.043294774904905096,0.08880838866852951,0.11991171316580211,0.1401780692087746,love
0.026100937568840337,0.049028304819082845,0.0820164682096986,0.11590137648599522,0.10174643451807243,0.139805311585914,0.16414960378181975,0.09823834045855916,0.12292387185580189,0.09980358860336387,0.09304036866964974,0.11467161486792143,0.09348284163659674,0.0432947721268065,0.08880839392809445,0.11988799525838441,0.14002741598140026,love
0.02673543652626602,0.05099578469824737,0.08466102475029463,0.11927427496178712,0.10421993582079196,0.12851692245821986,0.11351121834707614,0.10062648752758885,0.12254108911395228,0.10219198196485328,0.09530218571082195,0.11814383981696887,0.10028557307249182,0.04434732349905683,0.09096739127918309,0.12032250779579852,0.13071503911190324,phone
0.026735404030423755,0.05056752083442492,0.08470519447353862,0.11980610389990819,0.10421992725553977,0.12451973572647027,0.10651640450850748,0.10062650970345738,0.1203902478047537,0.0989636827267963,0.0953021719463413,0.11659108698961512,0.09809049587737845,0.044347262114926574,0.09096741366428969,0.12198520937330885,0.14130307838798134,phone
0.026735406738443296,0.050419225920376835,0.08413941493675837,0.1188420868996333,0.10421994224432286,0.12424451573732498,0.10554729985587549,0.10062650625386929,0.11946532932770243,0.09639607505570129,0.09530216776049742,0.11588351488081294,0.09687508423596905,0.04434733936709169,0.09096732951681058,0.12138010876605769,0.1391838469703291,phone
0.026060676833115828,0.05121975713970538,0.08340525294731502,0.1146475576932819,0.10158957235985396,0.132365621141262,0.13178234668705213,0.09808688056101592,0.14191730764919724,0.17002426822037,0.09289694958182697,0.13206766038476828,0.15916487588192352,0.043228053212352735,0.08867153345260474,0.11851577693179081,0.1390429188972502,okay
0.026735397383057535,0.05099605397342033,0.08508239820844263,0.11989246178692803,0.1042199198129609,0.1252715993397546,0.10727204612884432,0.10062644284018989,0.1200277347636787,0.09745969531910566,0.0953022098465193,0.11686234356528198,0.09848067112222632,0.04434728240884667,0.09096731503666579,0.12230348662752834,0.14199763282833278,phone
0.026060639925890146,0.051310018396824794,0.08335486654486107,0.11481667074868569,0.10158952670775466,0.13093648075748712,0.13244551942675034,0.098086852384603,0.14172254791443634,0.1698241689879659,0.0928969391569087,0.13236969031286427,0.15945328152195584,0.04322801899694225,0.08867154106022743,0.11900526498289897,0.13954726611777854,okay
0.026060685194800596,0.05115035622947799,0.08317157802099959,0.11376663456589975,0.10158954883569075,0.13112044104479056,0.13059506550299824,0.09808689124020649,0.1411192566673397,0.16881327297708554,0.09289691955476294,0.1325840966140615,0.15974510548777418,0.043228079268004704,0.08867154637437029,0.11896172956882645,0.13964448693890208,okay
0.026060695808677082,0.05123719401195678,0.08357491490475417,0.11554272706060603,0.10158953043114481,0.13429053725747955,0.13515075103107085,0.0980868521616047,0.14189775560325715,0.16991691311104082,0.09289690728207747,0.13240650688173522,0.15958314122127626,0.04322808704501738,0.08867150751396133,0.11917065607074125,0.13990745137652033,okay
0.02610084738667502,0.04928509791605977,0.08234351382646722,0.11633291865973105,0.10174639170776721,0.13957034782057973,0.16378815900424915,0.09823832685024923,0.12209260592988423,0.09959324307218287,0.09304036964076885,0.11331901803299789,0.09217446608785755,0.043294757024776115,0.0888084523089126,0.11963140360393039,0.13960209622868125,love
0.026735376432360174,0.05072900878304247,0.08402680854697506,0.11839213104782598,0.10421986851694834,0.1256836931636177,0.10754601636848293,0.10062647902465832,0.12050104102392643,0.09766005685406906,0.09530219427290225,0.11616855931739879,0.09743433847207052,0.04434728300651577,0.09096741560811764,0.12200827399459431,0.14058489473645455,phone
0.026060658363995716,0.05122585759265041,0.08360589253971576,0.11549980202298356,0.10158951915451957,0.13305803184916307,0.133322123038699,0.09808682396655782,0.1415449858933551,0.16935412762060026,0.09289690512201415,0.13256784075885444,0.15975210567476034,0.04322801368172727,0.08867148853700664,0.11898362214284997,0.13971922044748353,okay
0.026100880850070923,0.04995937896607203,0.08327551219793307,0.11726371777211567,0.10174632900950333,0.1389349692589598,0.1629069079457025,0.09823824500922489,0.12268292588586889,0.1019369255453219,0.09304033353583864,0.11363723919477671,0.09253716921743878,0.04329478471466163,0.08880836955437477,0.11998836998714708,0.13972575876967716,love
0.02673535649827768,0.05066521941825572,0.08471991946366567,0.11964672928405688,0.10421980256174924,0.1251808684667673,0.10771338458051531,0.10062643716374935,0.12000253354569183,0.09782987359892117,0.09530215260889964,0.1156818321969742,0.09640462065628594,0.04434733114517715,0.09096738206390242,0.12182711515413963,0.14081519923026772,phone
0.026735404006485494,0.050683980807647695,0.0845697610580756,0.11942179385196028,0.10421984370018027,0.1267791327931123,0.10873714602034577,0.10062647815669591,0.1206176281901199,0.09782383017353186,0.09530213361682939,0.11591817101878378,0.0958340714333895,0.044347270975450125,0.09096735227041623,0.12088078539710105,0.1354296990789779,phone
0.026100780041142448,0.049472474800236164,0.08238144302300367,0.11609675527641804,0.10174631955973693,0.13856907767849982,0.16178888940978217,0.09823824087072659,0.12277961613460958,0.10287694452442878,0.09304025758879708,0.11499304050541069,0.09720450630959912,0.04329475085010768,0.08880836865552244,0.11923791858460168,0.1382118902149609,love
0.02610091856373833,0.04985075565091868,0.08280043196475488,0.11667348406959013,0.10174634221984397,0.13928600125727675,0.16333310291774047,0.0982382936402506,0.12206765968381017,0.10004033480954021,0.09304034351256232,0.11341006498052807,0.09215970489096034,0.04329476927125147,0.08880836851520019,0.11918396808972626,0.13685729125883683,love
0.026060651949251005,0.05099042431930233,0.08246507946628134,0.11235222560884894,0.10158951508784014,0.1284706267033912,0.12671860113788544,0.09808684350817341,0.14145097695760292,0.16924856298341207,0.09289688880630018,0.1321443601176081,0.15926821949832778,0.0432280272215388,0.08867149534361364,0.11813800990663968,0.1382744921112007,okay
0.026735394955938102,0.05061803102215653,0.08420994396231898,0.11876235861726939,0.10421983528103516,0.12433732225570727,0.10480267567032055,0.10062648414274446,0.11953473550940079,0.09574871209341096,0.09530214810726985,0.11607823824235272,0.09697348492516343,0.044347229335551505,0.09096735954841163,0.12158968715668117,0.14027999254236828,phone
0.02673533889704786,0.050395062360513054,0.08433453861384432,0.11926874826969551,0.1042198019837881,0.12666832625768168,0.11047550150698977,0.10062643813034425,0.12138591577097443,0.09984001285409773,0.09530206543784872,0.11809103549152238,0.10137565479832375,0.04434725754102499,0.0909673153523286,0.12216611590653934,0.14163019450798617,phone
0.02606061679858903,0.051169828923399795,0.08381437022300711,0.11515146864920181,0.10158953739198984,0.13551885701448527,0.13670769776473782,0.09808685339192201,0.14144905687382706,0.16917306259091755,0.0928968984835043,0.13267477783256057,0.15980572710016552,0.04322806802449077,0.08867149343647146,0.11926395454256287,0.13992408545972956,okay
0.026735363706334715,0.05059989742568655,0.08465347494261533,0.11967604305525355,0.10421990458391332,0.12615956019451122,0.10782856607587805,0.10062647298295811,0.1215827405159548,0.09822785489752894,0.0953021452166739,0.11884796655236007,0.10273344667410708,0.04434725211791595,0.09096736683294729,0.12225404111460036,0.1425030150519981,phone
0.026735360149809092,0.05023579855441734,0.08421260801144921,0.11923786380987418,0.10421986165565612,0.12676017994642838,0.10869330461359109,0.100626491079507,0.12181397273117892,0.09924990618451687,0.09530216496706673,0.11739856208997708,0.09882252316379905,0.04434729724808492,0.09096738049944057,0.12186001784505081,0.14118872340770455,phone
0.026100795366089915,0.04958639116443545,0.08256609705686954,0.1164020007970224,0.10174631843967427,0.1393831893643925,0.16334622087172418,0.09823824324880255,0.12201834751035151,0.10021675098467124,0.09304031582366916,0.11295735432266862,0.09218000424926277,0.04329474239848183,0.0888083496674181,0.119174212209798,0.13831616059172588,love
0.0261008246478459,0.049239913692779747,0.08239666440152842,0.11649829953581341,0.10174635338983112,0.13933058612063615,0.16338120360679714,0.09823823585312186,0.11948836994344889,0.09620601893975293,0.09304026860744545,0.11040714294713047,0.08814575188496661,0.04329472676770695,0.08880835880630605,0.11897778024671707,0.13850491980504698,love
0.02606064190323023,0.051353098831731676,0.08370910311518395,0.11549025432755138,0.10158953977458998,0.13362709681921553,0.1356082846597663,0.09808686225329567,0.14138915315965828,0.16898766100884338,0.09289690096305529,0.13267787672563877,0.15978379411066349,0.04322805399031512,0.08867147605007486,0.11932936759010919,0.1400829594927481,okay
